"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"FBgn0000721","FBgn0000721",0.09206599249831,0.306328417677269,-68.8701023487322,-73.6000756425964,7,2,8019.912152091,0,0,FALSE
"FBgn0000723","FBgn0000723",0.000712103814210631,0.0175543619834106,-47.6648216441378,-58.3128176555764,7,2,1722.19347573622,0,0,FALSE
"FBgn0000808","FBgn0000808",0.916616468835335,0.999999795904049,-30.3228864437737,-31.0573986550913,7,2,66.3776177238739,0,0,FALSE
"FBgn0000810","FBgn0000810",0.616188270601149,0.995607428660155,-41.0613709082315,-42.8352021806413,7,2,595.805586055849,0,0,FALSE
"FBgn0000826","FBgn0000826",0.826310757740022,0.999999795904049,-28.8766169026966,-29.9575985891991,7,2,26.9323954245397,0,0,FALSE
"FBgn0000927","FBgn0000927",0.732969701435916,0.999999795904049,-27.8305136907511,-29.2234070244241,7,2,41.9009814082133,0,0,FALSE
"FBgn0000928","FBgn0000928",0.0889385240674522,0.299499089464277,-34.3705593438928,-39.1470518736018,7,2,68.7842755978219,0,0,FALSE
"FBgn0000964","FBgn0000964",0.824949374618433,0.999999795904049,-27.6152994980869,-28.7010231275212,7,2,21.5298730770302,0,0,FALSE
"FBgn0000996","FBgn0000996",0.972889373796187,0.999999795904049,-41.5176003332843,-41.9487596745366,7,2,343.275003546308,0,0,FALSE
"FBgn0001075","FBgn0001075",0.907749492828559,0.999999795904049,-34.2890187315281,-35.0618139153865,7,2,120.960474274491,0,0,FALSE
"FBgn0001077","FBgn0001077",0.235154369351968,0.567890907151822,-26.8763220493644,-30.2813495119858,7,2,25.8732146485972,0,0,FALSE
"FBgn0001078","FBgn0001078",0.0139399695523752,0.108948229260325,-47.2203413713371,-54.3590539071198,7,2,688.091349771332,0,0,FALSE
"FBgn0001079","FBgn0001079",0.0985248365794062,0.320302939815381,-40.4765782149585,-45.114911228253,7,2,331.641803661132,0,0,FALSE
"FBgn0001083","FBgn0001083",0.017343471342647,0.12126869318665,-31.9681823648136,-38.8385120976249,7,2,93.2933062834953,0,0,FALSE
"FBgn0001084","FBgn0001084",0.965317374932613,0.999999795904049,-31.5040862463825,-31.9867256827931,7,2,97.2085132164116,0,0,FALSE
"FBgn0001085","FBgn0001085",0.696894752076378,0.999999795904049,-33.8359921345854,-35.3460164943863,7,2,109.10336003633,0,0,FALSE
"FBgn0001086","FBgn0001086",0.00778567715808569,0.0818431318074443,-47.6350887994506,-55.4803228014926,7,2,404.58977758078,0,0,FALSE
"FBgn0001087","FBgn0001087",0.128616285492982,0.380415130856089,-46.4698721337633,-50.7427122770729,7,2,976.39155991272,0,0,FALSE
"FBgn0001089","FBgn0001089",0.363314592262728,0.744712475605726,-53.1849883249048,-55.9106427290484,7,2,670.904662463222,0,0,FALSE
"FBgn0001090","FBgn0001090",0.0154397211447392,0.115027688748609,-50.8237945009882,-57.8372224240304,7,2,1761.1768425505,0,0,FALSE
"FBgn0001091","FBgn0001091",0.954587851186572,0.999999795904049,-79.8789090977503,-80.4261676044534,7,2,32938.709005973,0,0,FALSE
"FBgn0001092","FBgn0001092",0.241328003287769,0.577422368209302,-77.83714272526,-81.2032603474952,7,2,28528.3672907608,0,0,FALSE
"FBgn0001098","FBgn0001098",0.70272953370411,0.999999795904049,-64.1538539032805,-65.6449561339077,7,2,7317.61791293293,0,0,FALSE
"FBgn0001099","FBgn0001099",0.0400683240835642,0.186638946712597,-44.908609184669,-50.7285935547078,7,2,345.305727425817,0,0,FALSE
"FBgn0001104","FBgn0001104",0.0157200711492138,0.116318985765683,-49.0649177018478,-56.056237295423,7,2,1023.15131594175,0,0,FALSE
"FBgn0001105","FBgn0001105",0.000832552497653745,0.0197918507167194,-60.1811401873266,-70.6496542366338,7,2,5602.10618484897,0,0,FALSE
"FBgn0001108","FBgn0001108",0.286602824752754,0.644557139766795,-48.6689770555446,-51.7724340514993,7,2,2128.9448385354,0,0,FALSE
"FBgn0001112","FBgn0001112",0.0327847414014236,0.166969444369223,-70.5050344673331,-76.5802084732324,7,2,8291.27495505459,0,0,FALSE
"FBgn0001114","FBgn0001114",0.190893250154512,0.497929822776357,-70.2145671387295,-73.9271336987608,7,2,9184.56485311076,0,0,FALSE
"FBgn0001122","FBgn0001122",0.473104123381962,0.86740918365775,-49.4799124793553,-51.7553552784696,7,2,852.866369288468,0,0,FALSE
"FBgn0001123","FBgn0001123",0.34529168479031,0.723335453386285,-51.0275857006265,-53.8360632194308,7,2,1469.34258857873,0,0,FALSE
"FBgn0001124","FBgn0001124",0.0333781100710368,0.168661240423911,-72.9258322944476,-78.9782909822645,7,2,19696.5979558085,0,0,FALSE
"FBgn0001125","FBgn0001125",0.0619322049526496,0.239022804230154,-77.8224408879253,-83.0790633085953,7,2,24385.1139169365,0,0,FALSE
"FBgn0001128","FBgn0001128",0.00120096683940133,0.0255278789884986,-79.1921160999907,-89.2381577180888,7,2,34096.3692389526,0,0,FALSE
"FBgn0001133","FBgn0001133",0.249083091103904,0.589331098620625,-42.1872091050762,-45.5056089333847,7,2,620.202605738762,0,0,FALSE
"FBgn0001134","FBgn0001134",0.861238350410496,0.999999795904049,-40.4788345151207,-41.4346283801277,7,2,282.977443916722,0,0,FALSE
"FBgn0001137","FBgn0001137",0.00300900075133758,0.0467614079025848,-42.0432801484674,-51.0185634195378,7,2,709.975844147338,0,0,FALSE
"FBgn0001138","FBgn0001138",0.840329509987742,0.999999795904049,-24.694414909036,-25.7260267226827,7,2,14.1885142365411,0,0,FALSE
"FBgn0001139","FBgn0001139",0.127074763616266,0.377779194856798,-49.6428490100249,-53.9324208165936,7,2,2452.83193784999,0,0,FALSE
"FBgn0001142","FBgn0001142",0.00767160619287113,0.0811312914747595,-66.3781218652659,-74.2411042281335,7,2,9101.70187030138,0,0,FALSE
"FBgn0001145","FBgn0001145",0.567099404472805,0.956113890599424,-63.1197359799926,-65.0587771539588,7,2,8621.10299405191,0,0,FALSE
"FBgn0001147","FBgn0001147",0.592283864878187,0.975783691308595,-47.8283249993679,-49.6819552421122,7,2,325.640476741021,0,0,FALSE
"FBgn0001148","FBgn0001148",0.567453017525585,0.956293501106394,-41.5283916111825,-43.4662226347049,7,2,145.321911276123,0,0,FALSE
"FBgn0001149","FBgn0001149",0.000151316319163089,0.00516763683151604,-65.6146985352683,-78.02187698273,7,2,13859.4443168537,0,0,FALSE
"FBgn0001150","FBgn0001150",0.995831386745523,0.999999795904049,-23.6695114819748,-23.8601161898683,7,2,18.5180454694592,0,0,FALSE
"FBgn0001168","FBgn0001168",0.224052392644315,0.550909666321209,-57.8619208669009,-61.3391301377007,7,2,3045.13422516617,0,0,FALSE
"FBgn0001169","FBgn0001169",0.290399071715097,0.649547572229199,-44.4555877060671,-47.5385922956629,7,2,1047.83360409671,0,0,FALSE
"FBgn0001170","FBgn0001170",0.981935841704894,0.999999795904049,-20.7131642990735,-21.0724328844914,7,2,5.73929404929693,0,0,FALSE
"FBgn0001179","FBgn0001179",0.952143540759661,0.999999795904049,-41.6384914859128,-42.1994603715757,7,2,405.189026853451,0,0,FALSE
"FBgn0001180","FBgn0001180",0.661642586929715,0.999999795904049,-39.7184021327829,-41.3429534847636,7,2,212.668106831455,0,0,FALSE
"FBgn0001185","FBgn0001185",0.794320699159992,0.999999795904049,-40.708350868294,-41.8987818545386,7,2,480.915178573516,0,0,FALSE
"FBgn0001186","FBgn0001186",0.66779168860265,0.999999795904049,-67.3338615655274,-68.9383882837343,7,2,12286.5866058015,0,0,FALSE
"FBgn0001187","FBgn0001187",0.963320371862015,0.999999795904049,-75.1827203447708,-75.678020390645,7,2,15383.9007072519,0,0,FALSE
"FBgn0001189","FBgn0001189",0.588689313398333,0.973179193176323,-54.9228239600123,-56.7885538691212,7,2,2165.69669779371,0,0,FALSE
"FBgn0001197","FBgn0001197",0.460634644951749,0.856206862951598,-45.5192707137961,-47.8420990854887,7,2,956.671540150069,0,0,FALSE
"FBgn0001202","FBgn0001202",0.922217130367493,0.999999795904049,-44.8725785736887,-45.5821080502625,7,2,824.923722289591,0,0,FALSE
"FBgn0001206","FBgn0001206",0.996367749239717,0.999999795904049,-39.1768926730108,-39.3567332058497,7,2,245.242289847234,0,0,FALSE
"FBgn0001208","FBgn0001208",0.332375849367864,0.706743727012956,-65.3977233699056,-68.2675776762381,7,2,5726.54499888396,0,0,FALSE
"FBgn0001215","FBgn0001215",0.609399920070591,0.991035735287853,-66.2785123051348,-68.0748948103993,7,2,8166.52975602889,0,0,FALSE
"FBgn0001216","FBgn0001216",0.135350169517417,0.393516003650929,-59.5649916483913,-63.7667955905004,7,2,2426.28439962926,0,0,FALSE
"FBgn0001217","FBgn0001217",0.0193936237556295,0.128149844184202,-67.0198205033378,-73.7520796227656,7,2,5555.05100022005,0,0,FALSE
"FBgn0001218","FBgn0001218",0.0210669447599373,0.133777487768092,-74.9912643145984,-81.620876774476,7,2,23523.5649223044,0,0,FALSE
"FBgn0001220","FBgn0001220",0.496261994035914,0.891200219173322,-61.5889484911914,-63.778346491704,7,2,9787.23061480874,0,0,FALSE
"FBgn0001222","FBgn0001222",0.0253695620772724,0.14641971470158,-45.2375623201469,-51.6354527360788,7,2,1422.24982995165,0,0,FALSE
"FBgn0001224","FBgn0001224",0.0100306273664694,0.0925581430591808,-50.3701561794336,-57.9095880318292,7,2,820.927667386066,0,0,FALSE
"FBgn0001225","FBgn0001225",0.0468197309024375,0.20297735843327,-60.7496737975981,-66.3697843719721,7,2,2131.41627707816,0,0,FALSE
"FBgn0001226","FBgn0001226",0.262240149490123,0.608113209485958,-59.2869026722011,-62.527088175942,7,2,2152.38868350835,0,0,FALSE
"FBgn0001227","FBgn0001227",0.60779188099856,0.989454937535383,-28.1977048019888,-29.9994414056684,7,2,25.258841383337,0,0,FALSE
"FBgn0001228","FBgn0001228",0.0475738830060632,0.204648082903502,-37.4745351044582,-43.0740404218767,7,2,159.357648338997,0,0,FALSE
"FBgn0001229","FBgn0001229",0.978462758134516,0.999999795904049,-30.1807415965155,-30.569357701758,7,2,73.3663336684915,0,0,FALSE
"FBgn0001230","FBgn0001230",0.61797184338146,0.996411993439338,-58.1477637181561,-59.9156830953877,7,2,1524.09608498873,0,0,FALSE
"FBgn0001233","FBgn0001233",0.0212710467063136,0.134160899090902,-79.2999103693315,-85.917543257755,7,2,33537.0517452397,0,0,FALSE
"FBgn0001234","FBgn0001234",5.50224807286634e-13,1.54084955032549e-10,-59.876521991114,-93.1208884441755,7,2,5739.97853817674,0,0,FALSE
"FBgn0001235","FBgn0001235",0.00466151533732403,0.061402199203397,-49.9231087320241,-58.3812045139687,7,2,1164.57106438205,0,0,FALSE
"FBgn0001247","FBgn0001247",0.71703784146559,0.999999795904049,-50.5457806914324,-51.9904626330679,7,2,2211.13336204991,0,0,FALSE
"FBgn0001248","FBgn0001248",0.525710742560912,0.918820725926933,-79.0976314537417,-81.1808493884428,7,2,62470.92040699,0,0,FALSE
"FBgn0001250","FBgn0001250",0.064288424992092,0.244876639482936,-61.6653207811485,-66.8729541454775,7,2,3471.78662497053,0,0,FALSE
"FBgn0001255","FBgn0001255",0.943610519502873,0.999999795904049,-26.9935334111478,-27.6001036449829,7,2,29.9749445907602,0,0,FALSE
"FBgn0001257","FBgn0001257",0.0714250629244612,0.261985612340882,-70.1099727850838,-75.1788453828642,7,2,10154.6586506986,0,0,FALSE
"FBgn0001258","FBgn0001258",5.32329826907317e-06,0.000315833993065943,-52.9981018380188,-69.1184980664276,7,2,1613.19261045561,0,0,FALSE
"FBgn0001259","FBgn0001259",0.280508618049802,0.636874101823154,-30.241857126932,-33.3786062230661,7,2,83.0365795812284,0,0,FALSE
"FBgn0001269","FBgn0001269",0.777484204015326,0.999999795904049,-45.3694138822294,-46.6161288673898,7,2,412.632287445848,0,0,FALSE
"FBgn0001276","FBgn0001276",0.248102017229965,0.588003460604937,-35.5938706166247,-38.9182382943315,7,2,177.054002764614,0,0,FALSE
"FBgn0001280","FBgn0001280",0.0182446966231304,0.123710528870253,-49.4745784836299,-56.2823763489291,7,2,1223.697701337,0,0,FALSE
"FBgn0001281","FBgn0001281",0.00995191095704425,0.0922540312621852,-56.566117293658,-64.1150921757104,7,2,1522.80790664242,0,0,FALSE
"FBgn0001285","FBgn0001285",0.271286954969298,0.621902629777269,-40.426590896914,-43.614845095913,7,2,81.1136017046363,0,0,FALSE
"FBgn0001291","FBgn0001291",0.525424184323023,0.918819711363927,-48.6771941621495,-50.7614296075254,7,2,1600.18323297733,0,0,FALSE
"FBgn0001296","FBgn0001296",0.0457770244967611,0.200115484546877,-48.5930596261424,-54.2421821616494,7,2,942.390878704517,0,0,FALSE
"FBgn0001297","FBgn0001297",0.200383666533365,0.513125841038804,-65.3648478187793,-69.0066830532195,7,2,6422.43524888957,0,0,FALSE
"FBgn0001301","FBgn0001301",0.926972832084944,0.999999795904049,-55.3570461270228,-56.0448035451791,7,2,2180.70598389565,0,0,FALSE
"FBgn0001308","FBgn0001308",0.00826246800582751,0.0840622327602888,-58.0329748433804,-65.8066636780076,7,2,4059.41399957417,0,0,FALSE
"FBgn0001311","FBgn0001311",0.0728760048532026,0.265099909448776,-37.5010743779032,-42.5433256827952,7,2,132.268417794006,0,0,FALSE
"FBgn0001313","FBgn0001313",0.0755451099199659,0.270855514276074,-38.279458605706,-43.2740010935098,7,2,166.761702802247,0,0,FALSE
"FBgn0001316","FBgn0001316",0.343105026736747,0.720695557210911,-56.5320594349258,-59.3508042644764,7,2,2708.67399983151,0,0,FALSE
"FBgn0001319","FBgn0001319",0.972920671179704,0.999999795904049,-24.7290307226999,-25.1599638291248,7,2,19.4925527436247,0,0,FALSE
"FBgn0001320","FBgn0001320",0.104205339252267,0.332289492190902,-37.6978054022881,-42.2599873513026,7,2,228.890284047396,0,0,FALSE
"FBgn0001321","FBgn0001321",0.540155273598391,0.932468763521719,-31.8431449059113,-33.8754374935069,7,2,65.9622506545991,0,0,FALSE
"FBgn0001323","FBgn0001323",0.18442946477766,0.486599089093046,-37.7460870256133,-41.5085908531661,7,2,246.553908317759,0,0,FALSE
"FBgn0001324","FBgn0001324",0.989175474810472,0.999999795904049,-50.1337697635364,-50.4206224763846,7,2,1494.40197454995,0,0,FALSE
"FBgn0001325","FBgn0001325",0.919271149572917,0.999999795904049,-26.040104207473,-26.7628584938195,7,2,27.1753595776375,0,0,FALSE
"FBgn0001330","FBgn0001330",0.378202547638092,0.761955693817059,-38.2077361386624,-40.8672312560085,7,2,342.171158477467,0,0,FALSE
"FBgn0001332","FBgn0001332",0.141257355024409,0.406136649907962,-48.73104590661,-52.873100073635,7,2,1499.4083352181,0,0,FALSE
"FBgn0001341","FBgn0001341",0.849749393403337,0.999999795904049,-37.1960426856781,-38.1938576315295,7,2,348.388052087764,0,0,FALSE
"FBgn0001404","FBgn0001404",5.54334636244126e-12,1.29363226278171e-09,-53.7978654118909,-84.622324533867,7,2,3394.77641696871,0,0,FALSE
"FBgn0001491","FBgn0001491",0.89918310530107,0.999999795904049,-41.0636056922955,-41.8721172962632,7,2,573.084252404284,0,0,FALSE
"FBgn0001565","FBgn0001565",0.734483583938306,0.999999795904049,-60.0536763575522,-61.4416395296839,7,2,5064.30237312623,0,0,FALSE
"FBgn0001612","FBgn0001612",0.848519708820176,0.999999795904049,-40.054288841198,-41.0565472022633,7,2,286.322937856709,0,0,FALSE
"FBgn0001624","FBgn0001624",0.0241271327761076,0.142916776170574,-57.1598865872128,-63.6205576983418,7,2,2711.35810073843,0,0,FALSE
"FBgn0001941","FBgn0001941",0.401291672754299,0.789946014607857,-56.8728615500891,-59.4333650609023,7,2,2527.62718507685,0,0,FALSE
"FBgn0001942","FBgn0001942",0.270082637709051,0.620357134711635,-77.62548003133,-80.8205650781096,7,2,45765.9281977766,0,0,FALSE
"FBgn0001961","FBgn0001961",0.644044557777508,0.999999795904049,-51.5815252998817,-53.263570854102,7,2,3674.97524577489,0,0,FALSE
"FBgn0001965","FBgn0001965",0.137659627417963,0.398657725564906,-45.7755222922883,-49.9536935889026,7,2,1157.80617679374,0,0,FALSE
"FBgn0001970","FBgn0001970",0.58418071622412,0.969963048567548,-22.7763530580763,-24.6573001916228,7,2,14.5804019165172,0,0,FALSE
"FBgn0001974","FBgn0001974",0.895414172385171,0.999999795904049,-39.4362944336954,-40.2601748023782,7,2,418.735433245533,0,0,FALSE
"FBgn0001977","FBgn0001977",0.504729505514181,0.899137727253126,-47.6280654222772,-49.7865848550875,7,2,1261.45201083059,0,0,FALSE
"FBgn0001978","FBgn0001978",0.732236236914145,0.999999795904049,-52.8572120557756,-54.2524933373944,7,2,2819.11972708047,0,0,FALSE
"FBgn0001981","FBgn0001981",0.728158404012585,0.999999795904049,-41.0732913483746,-42.4818413627262,7,2,131.713465967737,0,0,FALSE
"FBgn0001986","FBgn0001986",0.843566909283391,0.999999795904049,-48.8398372785987,-49.8598950580965,7,2,1030.53436069762,0,0,FALSE
"FBgn0001987","FBgn0001987",0.24639468846026,0.585542842467848,-52.2161847383367,-55.5509849067407,7,2,993.836174190838,0,0,FALSE
"FBgn0001989","FBgn0001989",0.975598074078061,0.999999795904049,-57.8284290710673,-58.2395117678615,7,2,3029.43451225878,0,0,FALSE
"FBgn0001990","FBgn0001990",0.959573210682864,0.999999795904049,-41.8018546879215,-42.3200758956839,7,2,373.654504153881,0,0,FALSE
"FBgn0001991","FBgn0001991",0.66530266553577,0.999999795904049,-51.0962062796566,-52.7088351269835,7,2,2216.93689114745,0,0,FALSE
"FBgn0001992","FBgn0001992",0.979025996201713,0.999999795904049,-28.651260077594,-29.0352875588306,7,2,66.4640461856049,0,0,FALSE
"FBgn0001994","FBgn0001994",8.11843056381082e-06,0.000435533581434786,-52.4404613515306,-68.0977500004504,7,2,2018.01933616237,0,0,FALSE
"FBgn0001995","FBgn0001995",0.108955176852037,0.341848130992556,-40.1180189191561,-44.6193856771706,7,2,638.295287925991,0,0,FALSE
"FBgn0002021","FBgn0002021",0.952598796299406,0.999999795904049,-45.8498162547785,-46.4082556659684,7,2,1071.41604216863,0,0,FALSE
"FBgn0002022","FBgn0002022",0.993011630433448,0.999999795904049,-52.6488990063841,-52.8863768997605,7,2,2575.5587202628,0,0,FALSE
"FBgn0002023","FBgn0002023",0.0376523279362281,0.179592128567313,-39.4622296190188,-45.361589701718,7,2,188.846680718652,0,0,FALSE
"FBgn0002031","FBgn0002031",0.999799570987648,0.999999795904049,-54.7546194558736,-54.8090900272716,7,2,4894.58761250761,0,0,FALSE
"FBgn0002036","FBgn0002036",0.0606655291691428,0.235824191956229,-57.4394755020755,-62.7231598833208,7,2,2162.54712923237,0,0,FALSE
"FBgn0002044","FBgn0002044",0.00339923071951351,0.0502112022842333,-50.0254052621652,-58.8571056126017,7,2,2427.49922002375,0,0,FALSE
"FBgn0002069","FBgn0002069",0.0080674470318711,0.0831814383948889,-46.6684829138569,-54.4709377721511,7,2,670.953979212432,0,0,FALSE
"FBgn0002121","FBgn0002121",0.0637739143525645,0.24385624305481,-59.4290834446441,-64.6472691108276,7,2,2670.37626254522,0,0,FALSE
"FBgn0002174","FBgn0002174",0.0104579285047051,0.0939871084229014,-57.6691113573087,-65.1579752777527,7,2,4165.11323429509,0,0,FALSE
"FBgn0002183","FBgn0002183",0.621576666494016,0.998634709493667,-49.0159976688398,-50.7719844116171,7,2,1421.56758263329,0,0,FALSE
"FBgn0002283","FBgn0002283",0.422013508841738,0.81277860522285,-42.799842955513,-45.2748397593401,7,2,669.699894482051,0,0,FALSE
"FBgn0002284","FBgn0002284",0.583476406358107,0.969483403563096,-63.1327945358259,-65.0161230287857,7,2,9419.28262046418,0,0,FALSE
"FBgn0002306","FBgn0002306",0.181493143011466,0.48203091586619,-54.3497130185194,-58.1354061459549,7,2,1336.83408517783,0,0,FALSE
"FBgn0002354","FBgn0002354",0.998076309294203,0.999999795904049,-38.7776112703446,-38.9154306943834,7,2,258.686657380092,0,0,FALSE
"FBgn0002413","FBgn0002413",0.000708649171704977,0.0175309288024966,-51.1132427114906,-61.766817561449,7,2,3009.07048492989,0,0,FALSE
"FBgn0002431","FBgn0002431",0.0403579673039406,0.187800684011225,-59.5585547638902,-65.3693299950509,7,2,5064.35690808195,0,0,FALSE
"FBgn0002441","FBgn0002441",0.209434341068872,0.528092858571286,-46.7631752849085,-50.3401923802257,7,2,1699.10627595021,0,0,FALSE
"FBgn0002466","FBgn0002466",0.140019548324923,0.403738409317457,-43.2706955545053,-47.4250820368681,7,2,243.448515018996,0,0,FALSE
"FBgn0002521","FBgn0002521",0.93766630383499,0.999999795904049,-44.8912988323978,-45.5278927142939,7,2,1050.56194981722,0,0,FALSE
"FBgn0002522","FBgn0002522",0.213621505962656,0.534225455704431,-30.5236149782594,-34.0714526675454,7,2,68.16991903597,0,0,FALSE
"FBgn0002524","FBgn0002524",0.00452240462701838,0.0601287058388443,-49.699544171899,-58.1935984762073,7,2,1306.56318719408,0,0,FALSE
"FBgn0002525","FBgn0002525",0.834892631866601,0.999999795904049,-50.3049465517949,-51.3558278923225,7,2,1814.32874447825,0,0,FALSE
"FBgn0002526","FBgn0002526",0.0629696541802234,0.241533942261689,-50.4856608891528,-55.72050208015,7,2,1012.35027442448,0,0,FALSE
"FBgn0002531","FBgn0002531",0.12941138669572,0.381959999265067,-28.3039302201087,-32.5682108664798,7,2,19.4714005778895,0,0,FALSE
